"m_date","m_close","m_close_split_adjusted","s_split_date_numerator","s_split_date_denominator","m_shares_outstanding","c_market_cap","fis_weighted_average_basic_shares_outstanding","fis_weighted_average_diluted_shares_outstanding","fis_adjusted_weighted_average_basic_shares_outstanding","fis_adjusted_weighted_average_diluted_shares_outstanding","fis_adjusted_weighted_average_basic_and_diluted_shares_outstanding","c_normalized_weighted_average_basic_shares_outstanding","c_normalized_weighted_average_diluted_shares_outstanding","c_normalized_adjusted_weighted_average_basic_shares_outstanding","c_normalized_adjusted_weighted_average_diluted_shares_outstanding","c_normalized_adjusted_weighted_average_basic_and_diluted_shares_outstanding"
1990-01-02,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-03,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-04,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-05,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-08,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-09,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-10,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-11,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-12,0.3100,0.6888888889,,,,,,,,,,,,,,
1990-01-15,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-16,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-17,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-18,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-19,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-22,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-23,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-24,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-25,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-26,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-29,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-30,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-01-31,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-01,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-02,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-05,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-06,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-07,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-08,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-09,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-12,0.1300,0.2888888889,,,,,,,,,,,,,,
1990-02-13,0.1300,0.2888888889,,,,,,,,,,,,,,
